Source,SourceID,Target,TargetID,Year,Type,Label,Weight
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1901","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1901","26"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1902","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1902","17"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1903","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1903","29"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1904","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1904","28"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1905","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1905","8"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1906","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1906","10"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1907","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1907","4"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1909","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1909","4"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1914","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1914","16"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1915","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1915","8"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1916","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1916","20"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1917","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1917","12"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1918","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1918","17"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1919","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1919","3"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1921","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1921","9"
